Model,Training_Time_seconds,Train_RMSE,Train_MAE,Train_R2,Test_RMSE,Test_MAE,Test_R2,Test_MAPE,Test_Adjusted_R2,N_Features,N_Train_Samples,N_Test_Samples
KNN_Regression,0.0013761520385742,90.11748259011934,71.54241645244215,0.8853034075403405,114.26521247541302,90.06794871794872,0.8407854859456405,11.43881893060076,0.8284021348525237,14,778,195
Gradient_Boosting,6.588463068008423,13.77992888494036,10.760570072068507,0.9973182001292522,20.47170023611791,15.363431096799667,0.9948895114473272,1.802523435343972,0.9944920290043416,14,778,195
Linear_Regression,0.0002450942993164,37.21957617703031,28.79062649268189,0.9804352068848692,39.172549854932,29.38468496174307,0.9812880832552696,3.5844123026101515,0.9798327119529016,14,778,195
Gradient_Boosting,6.4561920166015625,13.779928884940361,10.760570072068507,0.9973182001292522,20.47170023611791,15.363431096799669,0.9948895114473273,1.8025234353439716,0.9944920290043416,14,778,195
